id,species,height,dbh,lat,lng,condition
13430,Deciduous,9,5.08,52.307689,5.014806,good
13432,Deciduous,9,7.62,52.307644,5.014765,excellent
13436,Deciduous,9,5.08,52.305994,5.015999,fair
13438,Deciduous,9,5.08,52.308263,5.014272,good
13474,Deciduous,18,12.7,52.30644,4.975208,excellent
13476,Deciduous,18,12.7,52.306244,4.978527,fair
13481,Deciduous,24,17.78,52.306667,4.978226,good
13484,Deciduous,18,12.7,52.307757,4.977031,excellent
13488,Deciduous,18,12.7,52.307464,4.975606,fair
13495,Deciduous,9,7.62,52.309403,5.0158,good
13496,Deciduous,9,7.62,52.309412,5.015731,excellent
13499,Deciduous,9,7.62,52.306226,5.016633,fair
13503,Deciduous,9,5.08,52.305776,5.016479,good
13538,Deciduous,9,7.62,52.307301,4.978339,excellent
13539,Deciduous,15,10.16,52.307329,4.978438,fair
13540,Deciduous,18,12.7,52.307472,4.978792,good
13543,Deciduous,18,12.7,52.30753,4.978639,excellent
13544,Deciduous,24,17.78,52.307398,4.978226,fair
13545,Deciduous,9,5.08,52.308024,4.977842,good
13547,Deciduous,18,12.7,52.307882,4.977935,excellent
13548,Deciduous,18,12.7,52.30786,4.977941,fair
13551,Deciduous,6,2.54,52.307663,4.97806,good
13556,Deciduous,9,7.62,52.307461,5.017378,excellent
13557,Deciduous,6,2.54,52.307466,5.017335,fair
13558,Deciduous,9,7.62,52.307452,5.017498,good
13559,Deciduous,9,7.62,52.307449,5.017532,excellent
13561,Deciduous,15,10.16,52.307173,5.017326,fair
13600,Deciduous,18,12.7,52.30833,4.977554,good
13601,Deciduous,15,10.16,52.308367,4.977665,excellent
13605,Deciduous,18,12.7,52.306572,4.978862,fair
13609,Deciduous,15,10.16,52.307614,4.98033,good
13610,Deciduous,18,12.7,52.307608,4.980456,excellent
13611,Deciduous,18,12.7,52.307611,4.980398,fair
13612,Deciduous,24,17.78,52.307687,4.98048,good
13663,Deciduous,9,7.62,52.298731,4.972332,excellent
13665,Deciduous,18,12.7,52.307658,4.980657,fair
13673,Deciduous,18,12.7,52.30819,4.978655,good
13674,Deciduous,24,17.78,52.308143,4.978668,excellent
13676,Deciduous,15,10.16,52.308376,4.978191,fair
13677,Deciduous,18,12.7,52.308431,4.978271,good
13679,Deciduous,6,2.54,52.308583,4.978223,excellent
13794,Deciduous,6,2.54,52.309443,4.978426,fair
13838,Deciduous,18,12.7,52.301855,4.97492,good
13839,Deciduous,18,12.7,52.3018,4.974806,excellent
13851,Deciduous,15,10.16,52.301344,4.973941,fair
